,text,source
185,"I want to reactivate my card, I thought I had lost it but I found it.",BANKING77
186,What do I need to do to link my new card for my account?,BANKING77
187,Can I add a card to back into the app?,BANKING77
188,I want to link my new card. Can you help?,BANKING77
189,"I found my card, am I able to put it back into the app?",BANKING77
190,"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",BANKING77
191,Where can I link a new card?,BANKING77
192,How do I add a card on to the app?,BANKING77
193,"I found my card in my jacket this morning, so can I reactivate it?",BANKING77
194,"I've obtained the card, how do I enable it on the app?",BANKING77
195,I need to find the card I received in the app.,BANKING77
196,How do I get my card on the app?,BANKING77
197,"In the app, how can I make it show the new card that arrived?",BANKING77
198,How do I link my new card?,BANKING77
199,Can I activate a card in the app?,BANKING77
200,"I want to link to my card card with you, how?",BANKING77
201,I would like to link my card to my account.,BANKING77
202,"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card.",BANKING77
203,How can I link the new card?,BANKING77
204,I got a new card and can't find where to link it.,BANKING77
205,"Hey, I have my card, how do I get it to show in the app?",BANKING77
206,Where in the app do I go to make my new card show up?,BANKING77
207,Where do I scan my card?,BANKING77
208,Can I reactivate my card? I reported it lost and found it this morning in my jacket.,BANKING77
209,Can I link my card I previously received?,BANKING77
210,"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning.",BANKING77
211,"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.",BANKING77
212,You sent me a card and now I want to link it.,BANKING77
213,How do I add my new card to the app?,BANKING77
214,Can I add a card back to the app?,BANKING77
215,What if I want to add a card I already have to the app?,BANKING77
216,"I recently reported my card as missing/lost, and I just found it. Can I still use it?",BANKING77
217,Is there a way to link cards if I have one of yours?,BANKING77
218,If my card was lost or stolen can I re-link it?,BANKING77
219,How do I link a new card to an existing one?,BANKING77
220,How do I link a new payment card?,BANKING77
221,"Card has been received, how will it show up on the app?",BANKING77
222,Can I re-link a lost card with the app?,BANKING77
223,Is it possible to link a new card?,BANKING77
224,I deactivated my card but would like to reactivate it.,BANKING77
225,"I found my card that I thought I had lost, I need to reactive it, please help.",BANKING77
226,can I link a card of yours I already have?,BANKING77
227,Can I put my found card back into the app on my phone?,BANKING77
228,"My card arrived but I need to make it work in the app, how do I do that?",BANKING77
229,"I found the card that I thought I lost, and I would like to reactivate it.",BANKING77
230,I found my card again. Can I put it back into the app?,BANKING77
231,I need some help linking my new card.,BANKING77
232,help me link my card,BANKING77
233,How do I link my card in the app.,BANKING77
234,How do I get my card into the app?,BANKING77
235,I found my card! Can I link it back into the app?,BANKING77
236,How do I reactivate my card?,BANKING77
237,Where do I go to get my new card linked?,BANKING77
238,"I thought I lost my card but I found it today, so I would like to reactivate it.",BANKING77
239,How do I link the new card that I just got from you guys?,BANKING77
240,How can I add a new card?,BANKING77
241,Can you tell me how to get my card on the app?,BANKING77
242,Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,BANKING77
243,How do I make my card appear on the app?,BANKING77
244,How do I link the new card?,BANKING77
245,Where in the app do I link a new card?,BANKING77
246,How do I add my card to the app once I get it?,BANKING77
247,Can I link your physical card,BANKING77
248,How do I activate and link my new card?,BANKING77
249,"I got a card, how do I get it in the app?",BANKING77
250,I received my new card.  Where is it in the app?,BANKING77
251,"I found my card, how can I use it again?",BANKING77
252,"I just received a new card, where do I go to link it to my account?",BANKING77
253,"found card, how to put it back in app",BANKING77
254,How do I see my card in the app?,BANKING77
255,"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?",BANKING77
256,I don't see my card anywhere in the app.,BANKING77
257,What do I do if I already had a card with you guys?,BANKING77
258,if i found a lost card can i put it back in app,BANKING77
259,I have a card that was deactivated can I reactivate it?,BANKING77
260,Help me access the card I already got so I can information from it.,BANKING77
261,What is my money worth in other countries?,BANKING77
262,Will my money be of equal value when I travel abroad?,BANKING77
263,Do you know the rate of exchange?,BANKING77
264,What foreign exchange rate will I get on weekdays and on the weekends?,BANKING77
265,What is the exchange looking like?,BANKING77
266,How is the exchange rate doing?,BANKING77
267,I would like to know how exchange rates are calculated when transferring funds.,BANKING77
268,I would like to know what exchange rates you use?,BANKING77
269,"If I need to cash foreign transfers, how does that work?",BANKING77
270,Do you know what your exchange rates are?,BANKING77
271,How do I know what exchange rate I will get?,BANKING77
272,What are you exchange rates?,BANKING77
273,Do you have the best exchange rate?,BANKING77
274,Where can I find your exchange rates?,BANKING77
275,Your exchange rates come from where?,BANKING77
276,What's the process for exchanges?,BANKING77
277,What do you think of the exchange rate?,BANKING77
278,How are exchange rates calculated at this bank?,BANKING77
279,What's the foreign exchange rate I will receive?,BANKING77
280,I need to know what foreign exchange rate I can get.,BANKING77
281,What are the current exchange rates?,BANKING77
282,What exchange rate will I receive?,BANKING77
283,What is the basis of your exchange rates?,BANKING77
284,How's the exchange rate?,BANKING77
285,How do you determine your exchange rates?,BANKING77
286,How do the foreign exchange rates work?,BANKING77
287,How is the exchange rate calculated?,BANKING77
288,How do you decide what the exchange rates are?,BANKING77
289,What is the current exchange rate?,BANKING77
290,What is the formula for your exchange rate?,BANKING77
291,What method do you use for the exchange rate?,BANKING77
292,What are Interbanks current exchange rates?,BANKING77
293,from where are coming your exchange rates?,BANKING77
294,How do you calculate exchange rates?,BANKING77
295,Where can I find the exchange rate for my transfer?,BANKING77
296,Where can I get your exchange rates from?,BANKING77
297,How do you find the exchange rate?,BANKING77
298,How are exchange rates determined?,BANKING77
299,What value can I get for my currency?,BANKING77
300,Please explain your exchange rate policy.,BANKING77
301,What are your exchange rates calculated from?,BANKING77
302,What is an exchange rate?,BANKING77
303,What is your opinion on the exchange rate?,BANKING77
304,What are the exchange rates you assign?,BANKING77
305,How do you determine exchange rates?,BANKING77
306,How are your exchange rates calculated?,BANKING77
307,How is an exchange rate calculated?,BANKING77
308,"When exchanging, how much are the rates?",BANKING77
309,What is the exchange rate for EUR?,BANKING77
310,How can I find your exchange rates?,BANKING77
311,Could you please tell me your exchange rates?,BANKING77
312,How does the exchange rate work?,BANKING77
313,What is the present state of the exchange rate?,BANKING77
314,How are foreign exchange rates determined?,BANKING77
315,How's the exchange rate looking right now?,BANKING77
316,Please explain the exchange rates.,BANKING77
317,explain the interbank exchange rate,BANKING77
318,What will my exchange rate be?,BANKING77
319,how do you get exchange rates,BANKING77
320,What exchange rates do you use?,BANKING77
321,How will I know what the exchange rate is?,BANKING77
322,What factors effect the exchange rate?,BANKING77
323,Where does the exchange rate stand right now?,BANKING77
324,I'd like to know what the foreign exchange rate will be.,BANKING77
325,Does the exchange rate change?,BANKING77
326,How do your exchange rates factor in?,BANKING77
327,Will I know which exchange rate I will get?,BANKING77
328,Is the exchange rate the same on weekends as the weekdays?,BANKING77
329,How do you do exchanges?,BANKING77
330,On what do you base your exchange rates?,BANKING77
331,How do you come up with your exchange rate,BANKING77
332,What factors determine your exchange rate?,BANKING77
333,I would like to know what your exchange rates are.,BANKING77
334,Is the exchange rate current?,BANKING77
335,How much are the rates of exchange?,BANKING77
336,How do you decide what your exchange rates are?,BANKING77
337,Your exchange rates are coming from where?,BANKING77
338,Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?,BANKING77
339,How are the exchange rates for transfers calculated?,BANKING77
340,How do I know how much money I will have when I travel abroad?,BANKING77
341,How do you do currency exchanges?,BANKING77
342,Can you explain your exchange rates basis?,BANKING77
343,How did you guys get your exchange rate?,BANKING77
344,Can you tell me your exchange rates?,BANKING77
345,Could you tell me what your exchange rates are?,BANKING77
346,Does this app have the same exchange rate as third parties?,BANKING77
347,what are your exchange rates at?,BANKING77
348,How is the current exchange rate?,BANKING77
349,What is the system for determining the exchange rate?,BANKING77
350,I am travelling and I was wondering what your exchange rates are,BANKING77
351,How can I tell what foreign exchange rate I will get?,BANKING77
352,Tell me your opinion on the exchange rate.,BANKING77
353,I'd like to know what you guys look at to decide an exchange rate,BANKING77
354,How does the exchange rate work on this app?,BANKING77
355,where do you find your exchange rates?,BANKING77
356,I want to know your exchange rates.,BANKING77
357,What exchange rate is it?,BANKING77
358,What is the source of your exchange rates?,BANKING77
359,Where do you get those exchange rates?,BANKING77
360,How do you determine the exchange rate?,BANKING77
361,What foreign exchange rate will I get?,BANKING77
362,"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?",BANKING77
363,"Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?",BANKING77
364,I think the currency exchange that's been applied is wrong.,BANKING77
365,The exchange rate I was charged for a purchase was not right.,BANKING77
366,Can you please explain why the exchange rate for the item I bought is wrong?,BANKING77
367,I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap.,BANKING77
368,My payment has an incorrect exchange rate.,BANKING77
369,The exchange rate you are using is bad.This can't be the official interbank exchange rate.,BANKING77
370,I was charged the wing amount for an item.,BANKING77
371,the exchange rate on my payment was wrong,BANKING77
372,Why is the exchange rate terrible?  That can't be close to the actual interbank rate.,BANKING77
373,An incorrect exchange rate was applied to an item I bought.,BANKING77
374,The exchange rate was incorrect for an item I bought.,BANKING77
375,The exchange rate on my payment doesn't look right,BANKING77
376,"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",BANKING77
377,This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!,BANKING77
378,After purchasing an item I noticed the exchange rate was incorrect.,BANKING77
379,The exchange rate from my card payment isn't right.,BANKING77
380,My exchange rate was wrong for an Item I bought!,BANKING77
381,I was using a foreign currecy to make a payment and the applied the wrong rate.,BANKING77
382,The exchange rate was incorrect for this item I bought.,BANKING77
383,I purchased something overseas and the incorrect exchange rate was applied.,BANKING77
384,The exchange rate is incorrect for my payment.,BANKING77
385,The item i bought exchanged rate was incorrect.,BANKING77
386,I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?,BANKING77
387,I bought something in another country but the exchange rate is wrong,BANKING77
388,Exchange rate for my card payment is wrong,BANKING77
389,the exchange rate at which my card payment is at is wrong,BANKING77
390,There was a problem with the exchange rate on a purchase.,BANKING77
391,"I recently purchased something, and the exchange rate was wrong.",BANKING77
392,What if there is an error on the exchange rate?,BANKING77
393,Why is my exchange rate wrong?,BANKING77
394,I used foreign currency to buy something and I think the rate applied is incorrect.,BANKING77
395,This exchange rate on my purchase is wrong.,BANKING77
396,Why is your exchange rate so bad?,BANKING77
397,The exchange rate looks wrong on a holiday purchase,BANKING77
398,"I purchased something abroad, and the exchange rate that was applied was wrong.",BANKING77
399,I bought something and I take issue with the exchange rate applied.,BANKING77
400,I think there has been a mistake on my exchange rate for this purchase.,BANKING77
401,I checked on google and the exchange rate you are using is really bad. Can you update it?,BANKING77
402,"I seem to have been charged to much for my holiday purchases, the exchange rate is wrong.",BANKING77
403,"In regards to my card payment, the exchange rate is incorrect.",BANKING77
404,I bough an item and the exchange rate was incorrect.,BANKING77
405,Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate,BANKING77
406,I question today's exchange rate for rubles into pounds. I was hoping for a better return.,BANKING77
407,I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,BANKING77
408,My currency rate is inaccurate.,BANKING77
409,The currency exchange rate was wrong for a purchase I made.,BANKING77
410,I purchased something abroad and the incorrect exchange rate was applied.,BANKING77
411,Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.,BANKING77
412,I was charged the wrong exchange rate on a purchase,BANKING77
413,Can you change the rate for the item I bought in a different currency as it is wrong?,BANKING77
414,The currency exchange for my purchase in foreign currency is incorrect.,BANKING77
415,I noticed the currency exchange rate was incorrect after paying for something in a foreign country.,BANKING77
416,My foreign currency exchange has been applied incorrectly.,BANKING77
417,Why isn't my purchase exchange rate correct?,BANKING77
418,I noticed that the exchange rate applied to a recent purchase I made abroad was incorrect.,BANKING77
419,"I purchased something while traveling, and the exchange rate applied was wrong.",BANKING77
420,Why is the exchange rate different on my recent purchase?,BANKING77
421,The fee charged when I changed rubles into British pounds was too much.,BANKING77
422,I wasn't charged the correct exchange rate for an item I purchased.,BANKING77
423,Does the fee for exchange change?,BANKING77
424,The rate applied to my purchase in a foreign currency was wrong.,BANKING77
425,"I bought something while traveling, and the exchange rate was wrong.",BANKING77
426,something is wrong with my exchange rate charge,BANKING77
427,It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much!,BANKING77
428,I bought an item then noticed the exchange rate was wrong.,BANKING77
429,The exchange rate applied is wrong for my international purchase.,BANKING77
430,My card payment had the wrong exchange rate,BANKING77
431,They used the wrong rate when I made a purchase with foreign currency.,BANKING77
432,Does the exchange rate change each day for purchases? There is a different rate on my purchase.,BANKING77
433,It seems that the rate I got is incorrect.,BANKING77
434,I exchanged Russian rubles for British pounds today and got less than I expected. Was exchange rate correct?,BANKING77
435,Was I charged more than I should of been for a currency exchange?,BANKING77
436,My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened?,BANKING77
437,I have been overcharged. I just changed over Russian Ruble to UK pounds and it was too much. It seems something was wrong with my exchange.,BANKING77
438,What is your exchange rate between UK pounds and Russian rubles for my last transaction,BANKING77
439,I think there was an error in your exchange rate.,BANKING77
440,The exchange rate was not correct for the item I bought.,BANKING77
441,I noticed an extra charge on the purchase that I made last Saturday on my account. Can you see if I received the correct exchange rate?,BANKING77
442,My exchange seems to have something wrong with it. I changed over Russian Ruble to UK pounds and it appears I was charged way more than I was supposed to be.,BANKING77
443,The correct exchange rate wasn't given to me for an item I purchased.,BANKING77
444,"I bought something in another currency, but the exchange rate was incorrect.",BANKING77
445,the exchange rate is wrong from something I got in another country,BANKING77
446,"The exchange rate given to me after a purchase, was incorrect",BANKING77
447,My card payment has the wrong exchange rate,BANKING77
448,I have been charged way to much so something is apparently wrong with my exchange. I changed Russian Ruble into UK pounds.,BANKING77
449,Why is the exchange rate different from what I expected?,BANKING77
450,The exchange rate you are using is really bad.This can't be the official interbank exchange rate.,BANKING77
451,Please check the exchange rate for my payment last Saturday. I believe I have been overcharged.,BANKING77
452,Why was I charged extra on my last UK pound to Russian ruble exchange?,BANKING77
453,Why was the wrong rate applied when I bought something in a different currency?,BANKING77
454,I bought something abroad and the exchange rate applied is wrong,BANKING77
455,An item I bought had the wrong exchange rate applied.,BANKING77
456,I think the rate that was applied to my purchase using foreign currency is wrong. Help!,BANKING77
457,Why was my exchange rate a different amount than usual?,BANKING77
458,I want to change the wrong exchange rate.,BANKING77
459,I recently bought something abroad but the exchange rate is incorrect. Why?,BANKING77
460,"The exchange rate you're using is terrible - this can't be the official interbank exchange rate, can it?",BANKING77
461,I did not receive the correct amount for the exchange rate.,BANKING77
462,"I guess exchange rate for my payment was not correct, as i charged extra on the last saturday.",BANKING77
463,The exchange rate for my payment last Saturday must be wrong because I was charged extra.,BANKING77
464,Are you sure this is the interbank exchange rate? This rate is really bad.,BANKING77
465,The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate.,BANKING77
466,"I changed the currency, but why is it costing more?",BANKING77
467,Why was the exchange wrong for the item I purchased?,BANKING77
468,"I made an international purchase, but the exchange rate was wrong",BANKING77
469,My purchase used the wrong exchange rate,BANKING77
470,"I have been charged to much for the object I bought when abroad, the exchange rate seems to be wrong.",BANKING77
471,I made a purchase and was charged at the wrong foreign exchange rate.,BANKING77
472,I think that the exchange rate was wrong for the payment made last Saturday - I was charged extra.,BANKING77
473,Why is the exchange rate for my payment incorrect?,BANKING77
474,Your foreign exchange rate is wrong.,BANKING77
475,It looks like the exchange rates on my card payment are wrong,BANKING77
476,I bought an item at the wrong exchange rate.,BANKING77
477,I think the exchange rate on my card payment is incorrect.,BANKING77
478,I bought an item that I was charged a different exchange rate for.,BANKING77
479,I am not receiving the correct exchange rate on my card.,BANKING77
480,When I purchased a product in another country the currency exchange was incorrect.,BANKING77
481,The exchange rate used on your app is really bad. I'm considering closing my account because of it.,BANKING77
482,I think I was charged extra on my payment on last Saturday.  Maybe the exchange rate was wrong?  I'd like a refund.,BANKING77
483,I received the wrong exchange rate for an item i bought.,BANKING77
484,Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.,BANKING77
485,I don't think the charges made when I had currency exchanged are right.,BANKING77
486,Why am I being charged the wrong currency exchange when I purchased something abroad?,BANKING77
487,I didn't receive the correct exchange rate for an item that I bought.,BANKING77
488,Why is the exchange rate on my card wrong?,BANKING77
489,I am being charged the wrong amount on my card.,BANKING77
490,The exchange rate is incorrect on an item I recently purchased in a foreign country.,BANKING77
491,The exchange rate is incorrect for something I bought,BANKING77
492,My payment had a wrong exchange rate.,BANKING77
493,The exchange rate for my electronic payment is incorrect.,BANKING77
494,Why was I charged a higher exchange rate when I bought something abroad?,BANKING77
495,Why didn't I receive the correct exchange rate for an item that I purchased?,BANKING77
496,Why is the exchange rate on my card payment different than I expected?,BANKING77
497,My rate of exchange was wrong.,BANKING77
498,I recently bought something in foreign currency and I am unsure of the exchange rate. Is this rate applied correctly?,BANKING77
499,I purchased something abroad but the exchange rate is incorrect.,BANKING77
500,A foreign purchase I made has the incorrect rate applied to it.,BANKING77
501,"When I was traveling abroad, the exchange rate was applied wrong.",BANKING77
502,There's an error in regards to the exchange rate for an item I bought.,BANKING77
503,"Last Saturday, I made a payment and the exchange rate was wrong.  I was charged too much.",BANKING77
504,The exchange rate is bad. Are you sure this is the exchange rate?,BANKING77
505,I purchased an item and the exchange rate was wrong,BANKING77
506,Exchange rate on a purchase was incorrect,BANKING77
507,"I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?",BANKING77
508,I was charged extra. Was the exchange rate for my payment last Saturday wrong?,BANKING77
509,The exchange rate that was applied for an international purchase was wrong.,BANKING77
510,"Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me?",BANKING77
511,Why am I being charged more on exchange with things I bought abroad?,BANKING77
512,"I  have been charged more than I should for the presents I bought  when abroad, the problem seems to be the exchange rate.",BANKING77
513,I made a purchase but the exchange rate is wrong?,BANKING77
514,Why on earth is the exchange rate so bad?   Can I get a rate closer to the actual interbank rate?,BANKING77
515,Why is there an extra fee on my statement?,BANKING77
516,Why did they charge me an extra $1?,BANKING77
517,Why is there a 1 euro fee on my statement?,BANKING77
518,Why do I see an extra £1 charge on my statement?,BANKING77
519,I am inquiring about a $1 charge on my statement.,BANKING77
520,What is the $1 transaction on my account?,BANKING77
521,What is this extra pound charge for?,BANKING77
522,I was charged $1 in a transaction.,BANKING77
523,What is the reason for the extra fee on my statement?,BANKING77
524,There is a pending 1£ charge on my statement.  I haven't purchased anything for 1£.  Why is it on my statement?,BANKING77
